,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
1580,JAX REMAN LLC,30.194828,-81.75091,http://echo.epa.gov/detailed-facility-report?fid=110005617172,FLD984240325,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,05/16/2003,05/16/2003,
1581,JAX REMAN LLC,30.194828,-81.75091,http://echo.epa.gov/detailed-facility-report?fid=110005617172,FLD984240325,FL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,01/15/1999,03/09/1999,03/02/1999
1582,JAX REMAN LLC,30.194828,-81.75091,http://echo.epa.gov/detailed-facility-report?fid=110005617172,FLD984240325,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,01/15/1999,03/09/1999,03/02/1999
1583,JAX REMAN LLC,30.194828,-81.75091,http://echo.epa.gov/detailed-facility-report?fid=110005617172,FLD984240325,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/20/2002,07/19/2002,07/20/2002
1584,JAX REMAN LLC,30.194828,-81.75091,http://echo.epa.gov/detailed-facility-report?fid=110005617172,FLD984240325,FL,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,01/15/1999,08/05/1999,03/02/1999
1585,JAX REMAN LLC,30.194828,-81.75091,http://echo.epa.gov/detailed-facility-report?fid=110005617172,FLD984240325,FL,262.A,Standards Applicable to Generators of HW: General,E  ,04/01/2003,05/16/2003,
1586,JAX REMAN LLC,30.194828,-81.75091,http://echo.epa.gov/detailed-facility-report?fid=110005617172,FLD984240325,FL,279.C,Standards for Used Oil: Generators,S  ,01/15/1999,03/09/1999,03/02/1999
1587,FM AUTOMOTIVE INC,28.5286,-81.396261,http://echo.epa.gov/detailed-facility-report?fid=110005661104,FLR000064337,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/12/2010,03/15/2011,
1588,FM AUTOMOTIVE INC,28.5286,-81.396261,http://echo.epa.gov/detailed-facility-report?fid=110005661104,FLR000064337,FL,261.A,ID and Listing of HW: General,S  ,11/12/2010,03/15/2011,
1589,CUSTOM PROPULSION SYSTEMS INC,30.355413000000002,-81.641642,http://echo.epa.gov/detailed-facility-report?fid=110013288049,FLR000088997,FL,279.C,Standards for Used Oil: Generators,S  ,05/13/2002,06/20/2002,
1590,CUSTOM PROPULSION SYSTEMS INC,30.355413000000002,-81.641642,http://echo.epa.gov/detailed-facility-report?fid=110013288049,FLR000088997,FL,262.A,Standards Applicable to Generators of HW: General,S  ,05/13/2002,09/16/2002,
1591,TRUE LUBE,29.642078,-81.67688000000003,http://echo.epa.gov/detailed-facility-report?fid=110017874013,FLR000108621,FL,279.C,Standards for Used Oil: Generators,S  ,05/12/2004,07/12/2004,
1592,TRUE LUBE,29.642078,-81.67688000000003,http://echo.epa.gov/detailed-facility-report?fid=110017874013,FLR000108621,FL,262.A,Standards Applicable to Generators of HW: General,S  ,05/12/2004,07/12/2004,
1593,WAL-MART SUPERCENTER #3207,28.80323,-81.33104,http://echo.epa.gov/detailed-facility-report?fid=110020488667,FLR000113688,FL,262.A,Standards Applicable to Generators of HW: General,S  ,11/03/2004,10/25/2005,
1594,WAL-MART SUPERCENTER #3207,28.80323,-81.33104,http://echo.epa.gov/detailed-facility-report?fid=110020488667,FLR000113688,FL,262.A,Standards Applicable to Generators of HW: General,S  ,04/06/2006,06/27/2006,
1595,WAL-MART SUPERCENTER #3207,28.80323,-81.33104,http://echo.epa.gov/detailed-facility-report?fid=110020488667,FLR000113688,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/06/2006,06/27/2006,
1596,WAL-MART SUPERCENTER #3207,28.80323,-81.33104,http://echo.epa.gov/detailed-facility-report?fid=110020488667,FLR000113688,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/03/2004,10/25/2005,
1597,DIXIE TANK CORP,30.322512,-81.73804799999998,http://echo.epa.gov/detailed-facility-report?fid=110008321510,FLD004056446,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,01/31/2013,03/14/2013,
1598,FINFROCK INDUSTRIES INC,28.640675,-81.46195,http://echo.epa.gov/detailed-facility-report?fid=110002547888,FLD981749237,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,07/16/2012,10/01/2012,
1599,RYAN FOODS COMPANY,30.33294,-81.7,http://echo.epa.gov/detailed-facility-report?fid=110056536887,FLD981859390,FL,261.A,ID and Listing of HW: General,S  ,05/25/1995,06/05/1995,
1600,RYAN FOODS COMPANY,30.33294,-81.7,http://echo.epa.gov/detailed-facility-report?fid=110056536887,FLD981859390,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/25/1995,06/05/1995,
1601,KANGAROO SUPER PUMP FUELING,29.666045,-82.323758,http://echo.epa.gov/detailed-facility-report?fid=110002553308,FLD981919970,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,01/22/1996,06/06/1996,03/15/1996
1602,KANGAROO SUPER PUMP FUELING,29.666045,-82.323758,http://echo.epa.gov/detailed-facility-report?fid=110002553308,FLD981919970,FL,262.A,Standards Applicable to Generators of HW: General,S  ,01/22/1996,06/06/1996,03/15/1996
1603,KANGAROO SUPER PUMP FUELING,29.666045,-82.323758,http://echo.epa.gov/detailed-facility-report?fid=110002553308,FLD981919970,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,01/22/1996,06/06/1996,03/15/1996
1604,KANGAROO SUPER PUMP FUELING,29.666045,-82.323758,http://echo.epa.gov/detailed-facility-report?fid=110002553308,FLD981919970,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/22/1996,06/06/1996,03/15/1996
1605,"SWISHER INTERNATIONAL, INC.",30.353659999999998,-81.64669,http://echo.epa.gov/detailed-facility-report?fid=110002102634,FLD982111452,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/07/2002,04/04/2002,
1606,"SWISHER INTERNATIONAL, INC.",30.353659999999998,-81.64669,http://echo.epa.gov/detailed-facility-report?fid=110002102634,FLD982111452,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,11/28/1994,12/01/1994,12/05/1994
1607,"SWISHER INTERNATIONAL, INC.",30.353659999999998,-81.64669,http://echo.epa.gov/detailed-facility-report?fid=110002102634,FLD982111452,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,11/28/1994,12/01/1994,12/05/1994
1608,"SWISHER INTERNATIONAL, INC.",30.353659999999998,-81.64669,http://echo.epa.gov/detailed-facility-report?fid=110002102634,FLD982111452,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/07/2002,04/04/2002,
1609,"SWISHER INTERNATIONAL, INC.",30.353659999999998,-81.64669,http://echo.epa.gov/detailed-facility-report?fid=110002102634,FLD982111452,FL,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,03/07/2002,04/04/2002,
1610,"SWISHER INTERNATIONAL, INC.",30.353659999999998,-81.64669,http://echo.epa.gov/detailed-facility-report?fid=110002102634,FLD982111452,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/28/1994,12/01/1994,12/05/1994
1611,"SWISHER INTERNATIONAL, INC.",30.353659999999998,-81.64669,http://echo.epa.gov/detailed-facility-report?fid=110002102634,FLD982111452,FL,262.A,Standards Applicable to Generators of HW: General,S  ,03/07/2002,04/04/2002,
1612,PILE EQUIPMENT INC,29.979487,-81.657616,http://echo.epa.gov/detailed-facility-report?fid=110005597087,FLD984181594,FL,261.A,ID and Listing of HW: General,S  ,10/03/2006,10/03/2006,
1613,PILE EQUIPMENT INC,29.979487,-81.657616,http://echo.epa.gov/detailed-facility-report?fid=110005597087,FLD984181594,FL,279.C,Standards for Used Oil: Generators,S  ,10/03/2006,11/28/2006,
1614,RONNIE ROBINSON INC,30.003446999999998,-81.68525600000002,http://echo.epa.gov/detailed-facility-report?fid=110005625635,FLD984260232,FL,279.C,Standards for Used Oil: Generators,S  ,11/28/2000,12/11/2000,
1615,ACCREDITED PAINT & BODY INC,29.676218,-82.299818,http://echo.epa.gov/detailed-facility-report?fid=110005626518,FLD984261859,FL,261.A,ID and Listing of HW: General,S  ,02/16/1999,02/16/1999,
1616,CALIBER COLLISION CENTER JACKSONVILLE FL DT 2059,30.330306,-81.664917,http://echo.epa.gov/detailed-facility-report?fid=110005646113,FLR000038562,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/09/2002,12/20/2002,
1617,CALIBER COLLISION CENTER JACKSONVILLE FL DT 2059,30.330306,-81.664917,http://echo.epa.gov/detailed-facility-report?fid=110005646113,FLR000038562,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,09/09/2002,12/20/2002,
1618,CALIBER COLLISION CENTER JACKSONVILLE FL DT 2059,30.330306,-81.664917,http://echo.epa.gov/detailed-facility-report?fid=110005646113,FLR000038562,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,09/09/2002,12/20/2002,
1619,A - 1 SCREEN ART INC,30.297194,-81.751639,http://echo.epa.gov/detailed-facility-report?fid=110012583533,FLR000076307,FL,262.A,Standards Applicable to Generators of HW: General,S  ,04/30/2001,09/20/2001,
1620,A - 1 SCREEN ART INC,30.297194,-81.751639,http://echo.epa.gov/detailed-facility-report?fid=110012583533,FLR000076307,FL,PCR,Violation of a permit condition or requirement,S  ,04/30/2001,05/18/2001,
1621,THE HASKELL COMPANY,30.35073,-81.73883000000002,http://echo.epa.gov/detailed-facility-report?fid=110002521183,FL0000857292,FL,265.P,Interim Status Standards for Owners and Operators of HW TSDs: Thermal Treatment,S  ,10/21/1994,11/07/1994,10/21/1994
1622,THE HASKELL COMPANY,30.35073,-81.73883000000002,http://echo.epa.gov/detailed-facility-report?fid=110002521183,FL0000857292,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,10/21/1994,11/07/1994,10/21/1994
1623,THE HASKELL COMPANY,30.35073,-81.73883000000002,http://echo.epa.gov/detailed-facility-report?fid=110002521183,FL0000857292,FL,262.A,Standards Applicable to Generators of HW: General,S  ,10/21/1994,10/21/1994,10/21/1994
1624,GAINESVILLE REGIONAL UTILITIES J R KELLY GENERATING STATION,29.646887,-82.32092,http://echo.epa.gov/detailed-facility-report?fid=110001736925,FLD000735753,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,11/19/2013,01/13/2014,
1625,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000003,http://echo.epa.gov/detailed-facility-report?fid=110001737014,FLD004061842,FL,262.A,Standards Applicable to Generators of HW: General,S  ,01/24/1989,03/06/1989,
1626,FABCO AIR INC,29.700687,-82.277001,http://echo.epa.gov/detailed-facility-report?fid=110002532493,FLD053106555,FL,262.A,Standards Applicable to Generators of HW: General,S  ,05/18/1987,07/20/1987,
1627,FABCO AIR INC,29.700687,-82.277001,http://echo.epa.gov/detailed-facility-report?fid=110002532493,FLD053106555,FL,268.A,Land Disposal Restrictions: General,S  ,01/16/1996,02/29/1996,02/29/1996
1628,FABCO AIR INC,29.700687,-82.277001,http://echo.epa.gov/detailed-facility-report?fid=110002532493,FLD053106555,FL,262.A,Standards Applicable to Generators of HW: General,S  ,01/16/1996,02/29/1996,02/29/1996
1629,FABCO AIR INC,29.700687,-82.277001,http://echo.epa.gov/detailed-facility-report?fid=110002532493,FLD053106555,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/16/1996,02/29/1996,02/29/1996
1630,FABCO AIR INC,29.700687,-82.277001,http://echo.epa.gov/detailed-facility-report?fid=110002532493,FLD053106555,FL,262.A,Standards Applicable to Generators of HW: General,S  ,01/29/1987,07/20/1987,
1631,FABCO AIR INC,29.700687,-82.277001,http://echo.epa.gov/detailed-facility-report?fid=110002532493,FLD053106555,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,01/16/1996,02/29/1996,02/29/1996
1632,FABCO AIR INC,29.700687,-82.277001,http://echo.epa.gov/detailed-facility-report?fid=110002532493,FLD053106555,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,01/16/1996,02/29/1996,02/29/1996
1633,COLONIAL AUTO BODY,28.54935,-81.39192,http://echo.epa.gov/detailed-facility-report?fid=110002535882,FLD073220659,FL,262.A,Standards Applicable to Generators of HW: General,S  ,10/25/2006,11/20/2006,
1634,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,262.A,Standards Applicable to Generators of HW: General,S  ,05/01/2009,08/19/2009,
1635,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,05/01/2009,08/19/2009,
1636,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,279.C,Standards for Used Oil: Generators,S  ,05/01/2009,08/19/2009,
1637,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,05/01/2009,08/19/2009,
1638,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,05/01/2009,08/19/2009,
1639,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,268.A,Land Disposal Restrictions: General,S  ,02/28/1989,02/02/1990,
1640,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,05/01/2009,08/19/2009,
1641,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/01/2009,08/19/2009,
1642,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,FLD096661053,FL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,02/01/1991,02/12/1991,
1643,TTX COMPANY,30.33353300000001,-81.677547,http://echo.epa.gov/detailed-facility-report?fid=110001737899,FLD982156820,FL,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,06/25/2015,07/22/2015,
1644,TTX COMPANY,30.33353300000001,-81.677547,http://echo.epa.gov/detailed-facility-report?fid=110001737899,FLD982156820,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/25/2015,07/22/2015,
1645,TTX COMPANY,30.33353300000001,-81.677547,http://echo.epa.gov/detailed-facility-report?fid=110001737899,FLD982156820,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/25/2015,08/04/2015,
1646,TTX COMPANY,30.33353300000001,-81.677547,http://echo.epa.gov/detailed-facility-report?fid=110001737899,FLD982156820,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,06/25/2015,07/29/2015,
1647,CINNABAR FLORIDA INC,28.50866,-81.43698,http://echo.epa.gov/detailed-facility-report?fid=110005623753,FLD984256552,FL,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,03/30/2011,06/20/2011,
1648,CINNABAR FLORIDA INC,28.50866,-81.43698,http://echo.epa.gov/detailed-facility-report?fid=110005623753,FLD984256552,FL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/30/2011,06/20/2011,
1649,CINNABAR FLORIDA INC,28.50866,-81.43698,http://echo.epa.gov/detailed-facility-report?fid=110005623753,FLD984256552,FL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/30/2011,06/20/2011,
1650,TRINITY FABRICATORS INC,29.964299,-81.67475999999998,http://echo.epa.gov/detailed-facility-report?fid=110005639363,FLR000026385,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,07/01/2010,09/07/2010,
1651,TRINITY FABRICATORS INC,29.964299,-81.67475999999998,http://echo.epa.gov/detailed-facility-report?fid=110005639363,FLR000026385,FL,279.C,Standards for Used Oil: Generators,S  ,07/01/2010,09/07/2010,
1652,TRINITY FABRICATORS INC,29.964299,-81.67475999999998,http://echo.epa.gov/detailed-facility-report?fid=110005639363,FLR000026385,FL,261.A,ID and Listing of HW: General,S  ,07/01/2010,09/14/2010,
1653,TRINITY FABRICATORS INC,29.964299,-81.67475999999998,http://echo.epa.gov/detailed-facility-report?fid=110005639363,FLR000026385,FL,262.A,Standards Applicable to Generators of HW: General,S  ,07/01/2010,09/07/2010,
1654,CROWLEY LINER SERVICES INC,30.35645,-81.62585,http://echo.epa.gov/detailed-facility-report?fid=110005655282,FLR000054221,FL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/12/2013,11/30/2013,
