,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
2263,"SOUTHERN DRYDOCK, INC.",29.98754000000001,-81.660794,http://echo.epa.gov/detailed-facility-report?fid=110005641341,FLR000030239,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/18/1997,Y  
2264,MAYPORT AUTO BODY,30.33013,-81.657515,http://echo.epa.gov/detailed-facility-report?fid=110005650606,FLR000045724,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/10/1999,N  
2265,CITGO LUBE,30.386458,-81.675286,http://echo.epa.gov/detailed-facility-report?fid=110005651678,FLR000047829,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/11/2012,Y  
2266,CITGO LUBE,30.386458,-81.675286,http://echo.epa.gov/detailed-facility-report?fid=110005651678,FLR000047829,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/04/1998,N  
2267,BENS PAINT SUPPLY,29.684356,-82.322789,http://echo.epa.gov/detailed-facility-report?fid=110005655415,FLR000054411,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/29/2008,N  
2268,JACKS CYCLE & SALVAGE,28.809929999999998,-81.269575,http://echo.epa.gov/detailed-facility-report?fid=110016726168,FLR000094847,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/13/2002,N  
2269,EXPRESS LUBE,30.2426,-81.69646,http://echo.epa.gov/detailed-facility-report?fid=110020475662,FLR000113357,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/16/2004,N  
2270,BOHANNON BATTERY DISTRIBUTORS,29.655170000000002,-81.66233000000003,http://echo.epa.gov/detailed-facility-report?fid=110043654943,FLR000176008,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/27/2011,Y  
2271,CITY OF SANFORD - PUBLIC WORKS COMPLEX,28.81355,-81.2761,http://echo.epa.gov/detailed-facility-report?fid=110055927662,FLR000202374,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/26/2013,Y  
2272,GLASS MASTERS,30.389334,-81.677588,http://echo.epa.gov/detailed-facility-report?fid=110002519855,FL0000445767,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/24/1987,Y  
2273,GLASS MASTERS,30.389334,-81.677588,http://echo.epa.gov/detailed-facility-report?fid=110002519855,FL0000445767,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/13/2011,N  
2274,WESTSIDE AUTOMOTIVE INC,30.30159,-81.73053,http://echo.epa.gov/detailed-facility-report?fid=110002531127,FLD045978194,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/11/2011,Y  
2275,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/25/2016,N  
2276,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/10/2011,Y  
2277,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,02/02/1990,N  
2278,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,01/04/1991,Y  
2279,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/18/1991,N  
2280,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/26/1995,N  
2281,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,001,FRR,FINANCIAL RECORD REVIEW,C  ,03/03/2008,U  
2282,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/29/2016,N  
2283,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/23/1993,Y  
2284,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,08/05/1993,N  
2285,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/16/2008,N  
2286,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/14/2000,N  
2287,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,03/22/1996,N  
2288,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/05/1994,N  
2289,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,12/22/2008,N  
2290,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/05/1994,Y  
2291,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/07/1994,N  
2292,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/11/2012,N  
2293,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/16/1990,Y  
2294,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/13/1989,N  
2295,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,03/09/1994,N  
2296,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/04/2006,N  
2297,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/10/2011,N  
2298,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,01/23/2012,N  
2299,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/17/1989,Y  
2300,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,01/22/1997,N  
2301,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,03/21/1997,N  
2302,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/03/2010,N  
2303,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,12/20/1988,N  
2304,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/26/2009,N  
2305,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,GME,GME,GROUNDWATER MONITORING EVALUATION,S  ,12/18/1996,N  
2306,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/24/1993,N  
2307,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/12/2007,N  
2308,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,12/18/2009,N  
2309,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/18/2010,N  
2310,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/31/1992,Y  
2311,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/01/2005,N  
2312,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,OAM,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,09/23/2003,N  
2313,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,03/12/1997,N  
2314,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/14/2010,N  
2315,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/19/2006,N  
2316,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,02/12/1991,N  
2317,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/30/2003,N  
2318,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/28/2004,N  
2319,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/05/1992,Y  
2320,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/19/2006,N  
2321,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/15/2014,N  
2322,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,OAM,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,03/09/2011,N  
2323,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/24/2011,N  
2324,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/28/2011,N  
2325,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/04/2012,N  
2326,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/10/2013,N  
2327,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,01/05/2007,N  
2328,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/30/1991,Y  
2329,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,12/30/1991,N  
2330,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/06/2012,N  
2331,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/11/2013,N  
2332,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/12/2014,N  
2333,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/15/2013,N  
2334,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/09/2015,N  
2335,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,05/15/2015,N  
2336,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,OAM,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,03/18/2015,N  
2337,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,02/24/2015,N  
2338,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/10/2015,N  
2339,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/16/2018,N  
2340,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/20/2018,N  
2341,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/14/2018,N  
2342,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/24/2017,N  
2343,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,09/21/2016,N  
2344,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/10/2017,N  
2345,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/08/2017,N  
2346,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,OAM,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,03/14/2018,N  
2347,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/10/2018,N  
2348,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/21/2018,N  
2349,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/09/2018,N  
2350,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/15/2018,N  
2351,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/10/2019,N  
2352,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,04/10/2019,N  
2353,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,NRR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/20/2019,N  
2354,ASHLAND CHEMICAL INC,30.34458,-81.707239,http://echo.epa.gov/detailed-facility-report?fid=110032747400,FLD079859492,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,05/15/2019,N  
2355,PHILLIPS PETROLEUM JACKSONVILLE,30.3786,-81.63805,http://echo.epa.gov/detailed-facility-report?fid=110001411071,FLD080828692,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/06/1997,N  
2356,BRITISH MOTORS,30.334305999999998,-81.601833,http://echo.epa.gov/detailed-facility-report?fid=110002548244,FLD981750185,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/05/2009,Y  
2357,CEMEX CONSTRUCTION MATERIALS FL LLC-LOCKHART READY-MIX PLANT,28.612999,-81.429625,http://echo.epa.gov/detailed-facility-report?fid=110054827292,FLD981857279,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/17/2012,Y  
2358,EAST COAST INDUSTRIAL EQUIPMENT,30.33655,-81.67685,http://echo.epa.gov/detailed-facility-report?fid=110043667500,FLD981858897,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/03/2011,Y  
2359,COMMERCIAL CARRIERS CORP,30.36383,-81.71829,http://echo.epa.gov/detailed-facility-report?fid=110002551355,FLD981859929,FL,CAV,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,02/06/2013,N  
2360,SOUTHEAST FIRE SPRINKLERS INC,28.80774000000001,-81.29888199999998,http://echo.epa.gov/detailed-facility-report?fid=110005592233,FLD982174278,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/07/1988,Y  
2361,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,001,FRR,FINANCIAL RECORD REVIEW,C  ,03/03/2008,U  
2362,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,CEI,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/26/2007,Y  
2363,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,01/22/1998,N  
2364,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/19/2005,N  
2365,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/04/1999,N  
2366,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/07/2017,N  
2367,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/20/1995,N  
2368,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,09/15/1997,N  
2369,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,02/01/2001,N  
2370,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/10/1993,N  
2371,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,10/15/2001,N  
2372,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/12/1996,N  
2373,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,01/25/2006,N  
2374,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/12/2002,N  
2375,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,11/17/2002,N  
2376,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,01/01/2009,N  
2377,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,CEN,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/10/1998,N  
2378,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,05/23/1995,N  
2379,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,10/12/1992,Y  
2380,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,09/01/2009,N  
2381,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,FLD984171165,FL,FRR,FRR,FINANCIAL RECORD REVIEW,S  ,09/01/2011,N  
